"RESPNUM","CCGID","RUNID","AREA","DAY","DATE","METH","Q1","Q2A","Q2B","Q2C","Q2D","Q2E","Q2F","Q2G","Q2H","Q2I","Q2J","Q2K","Q2L","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q8COUNTRY","Q9","Q10","LANG","Q3A_VERBATIM","Q3A1","Q3A2","Q3A3"
"835","529","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","4","6","6","5","3","5","5","2",,,"5","1","3","3",,"4","2","1","NICE STAFF","2",,
"837","530","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","4","3","4","3","0","5","5","5","4",,,"5","2","5","1",,"2","1","1",,"0",,
"838","531","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","5","5","2","4","4","2","5","4","4","2","4",,"5","1","4","3",,"2","1","1","CLEANLINESS.","1",,
"843","532","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","6","5","4","5","4","4","6","0","0","5","4","3","4","1",,,"4","2","2","1",,"3","2","1",,"0",,
"844","533","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","4","5","4","5","2",,,"5","1","2","3",,"4","1","1","EVERYTHING WAS SMOOTH.","1",,
"845","534","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","4","3","0","4","5","4","4","2",,,"1","1","1","3",,"4","2","1",,"0",,
"848","492","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1",,,"5","3","1","3",,"2","1","1",,"0",,
"849","493","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","4","3","4","4","4","4","4","6","4","4",,,"5","1","4","3",,"4","2","1","COULD HAVE BETTER TSA/CLEAR PATHS.","4",,
"850","494","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","4","5","3","3","6","0","5","2","4","1",,,"5","2","4","3",,"2","1","1","NOT DISORGANIZED, BUT SIGNAGE FOR DIRECTIONS COULD BE MORE CLEAR. FRIENDLY STAFF.","7","2",
"851","495","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","4","3","3","3","3","4","3","3","1","2","1","3","6",,,"3","2","1","4","UNITED KINGDOM","2","1","1","YOU GUYS NEED SPACE AFTER SECURITY. THERE'S NO ROOM TO PUT YOUR SHOES BACK ON.","5",,
"852","496","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","4","6","5","4",,,"5","1","4","3",,"4","1","1","QUICK, EASY, FRIENDLY AGENTS.","2","3",
"853","497","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","4","4","5","4","0","4","3","3","4","2",,,"1","1","4","3",,"4","2","1",,"0",,
"854","498","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","4","3","3","3","3","1","4","6","3","3","4","2","1",,,"5","2","1","2",,"5","2","1","LONG, LONG WAIT!","8",,
"855","499","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","1","4",,"4","1","6","3",,"4","1","1","CLEAR + PRECHECK = AWESOME EXPERIENCE.","20",,
"856","500","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","3","3","3","3","3","2","4","3","3","3","2","3","1",,,"4","2","4","3",,"4","2","1","THERE IS SOME ROOM FOR IMPROVEMENT. I THINK NOTES ABOUT HOW TO PREPARE FOR GENERAL CHECKPOINT SHOULD BE AT THE ENTRY AREA RATHER THAN RIGHT BEFORE WHERE YOU LOAD YOUR BAGS. DIDN'T HEAR ANY MUSIC -- MAYBE CEILING MUSIC MIGHT HELP.","7","12",
"857","501","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","2","3",,"2","2","1",,"0",,
"858","502","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","4","4","5","4","6","5","4","4","5","1",,,"5","2","1","3",,"3","2","1","THERE WAS A VERY SHORT WAIT FOR SECURITY AND STILL TWO LINES TO GET EVERYONE THROUGH. STAFF WAS MORE FRIENDLY THAN AT OTHER AIRPORTS.","2","3",
"859","503","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","3","3","3","2","2","3","3","6","2","3","3","3","1",,,"5","1","2","3",,"4","1","1","JUST STANDARD  AIRPORT -- DIDN'T NOTICE ANYTHING BAD OR GOOD.","16",,
"860","504","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","3","3","4","4","4","4","3","3","3","3","4","4","2",,,"5","1","3","3",,"4","1","1",,"0",,
"861","505","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","2","2","2","3","3","6","6","4","4","4","4","2","6","1",,,"3","1","1","3",,"3","2","1","TOTALLY UNORGANIZED WITH RUDE STAFF.","6","4",
"862","506","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","3","2","2","1","2","3","2","2","2","2","1",,,"3","1","1","3",,"4","1","1","NEED MORE LINES TO PROCESS PEOPLE QUICKER.","8",,
"863","507","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","3","3","4","2","5","4","6","3","3","3","3","7",,,"0","0","0","0",,"0","0","1","NO BODY SCAN MACHINES ARE AT OR CLOSE TO TSA PRE-CHECK LINES, WHICH IS NOT HELPFUL AND VERY UNACCOMMODATING TO THOSE TRAVELING ALONE. I HAVE COMPLAINED TO TSA DIRECTLY ON ONE OCCASION, AND TO THE AIRLINE I USE, BUT HAVE YET TO SEE ANY IMPROVEMENT OVER A TWO-YEAR PERIOD OF TIME. I FLY IN AND OUT OF THIS TERMINAL REGULARLY AND FIND REAGAN, O'HARE, AND PORTLAND (OR) ALL MUCH MORE EFFICIENT AND PLEASANT, BOTH IN LOGISTICS AND PASSENGER SATISFACTION/HELPFULNESS.","4","6",
"864","508","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","6","5","5","5","5","3","6","3","5","5","5","2",,,"1","1","1","3",,"4","1","1","FAST.","3",,
"865","509","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","0","4","4","4","4","4","0","3","3","3","3","2",,,"5","2","4","3",,"5","2","1",,"0",,
"866","510","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","4","4","5","4","4","5","5","6","4","0","5","4","2",,,"5","1","2","3",,"4","1","1","OVERALL SOLID. THANKS TO THE TEAM!","1","2",
"867","511","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","4","1","2","3","4","5","5","6","4","3","3","3","2",,,"4","1","4","3",,"4","2","1","ONE OF MY BAGS WAS PULLED ASIDE. NO ONE MENTIONED IT. I LOOKED AND SAW IT SINCE IT DID NOT COME THROUGH. I HAD TO ASK AN AGENT IF SHE COULD GET MY BAG -- SHE DIRECTED ME TO STAND AT THE SCREENING STATION WHILE SHE GOT THE BAG AND SEARCHED IT. SHE PULLED OUT A BOTTLE OF WATER I HAD FORGOTTEN WAS IN THERE, DID NOT SAY ANYTHING EXCEPT WOULD I LIKE TO GO BACK OUT. THEN, AFTER I SAID NO, SHE ASKED ME IF I WANTED TO REPACK MY BAG. I SAID YES, AND SHE WALKED AWAY. NOT VERY FRIENDLY.","4","6",
"868","512","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","3","3",,"4","1","1","TSA PRE-CHECK WORKED GREAT!","20",,
"899","429","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","4","4","5","4","6","4","4","3","4","2",,,"5","1","1","3",,"3","1","1",,"0",,
"869","513","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2",,,"5","1","1","3",,"2","2","1","THE AIRPORT CHECKPOINT WAS NOT VERY BUSY. THE TSA PRE-CHECK LINE WENT QUICKLY. STAFF WERE VERY NICE.","2","3",
"870","514","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","4","5","5","5","2","4","4","5","5","3","5","4","1",,,"5","1","3","3",,"2","2","1","LINES ARE CONFUSING-- LIMITED DIRECTION ON WHICH LINE TO JOIN AFTER ID CHECK PODIUM.","7",,
"871","515","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","6","3","0","1","4","0","4","4","4","4","1",,,"5","1","3","3",,"4","2","1","THE REASON FOR THE LOWER SCORE IS THE LENGTH OF TIME IT TOOK TO GET THROUGH. EVERYONE WAS VERY FRIENDLY AND SEEMED FOCUSED AND ON TASK. HOWEVER, THE LINE WAS VERY SHORT AND IT TOOK A VERY LONG TIME FOR RELATIVELY FEW PEOPLE TO GET THROUGH SECURITY. I ACTUALLY THOUGHT IF THIS WAS A BUSY TIME OF DAY TRAVELERS WOULD GET IRRITATED. THANK YOU ALL FOR YOUR WORK!","8","2",
"872","516","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1",,,"4","2","1","3",,"5","1","1",,"0",,
"873","517","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","4","4","5","5","5","4","5","4","4","4","4","4","2",,,"5","1","3","3",,"3","1","1","IT WAS EASY.","3",,
"874","518","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","4","4","4","3","4","4","3","4","1",,,"5","1","3","3",,"4","2","1","NOT ENOUGH SPACE TO REPACK.","5",,
"875","519","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","4","5","5","5","4","6","4","5","3","5","2",,,"5","1","5","3",,"4","1","1","SPEED AND EFFICIENCY. SIMPLICITY AND ORGANIZATION.","3",,
"876","520","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","2","5","5","3","3","4","4","4","3","4","3","3","3",,,"4","1","4","3",,"4","1","1","POOR INFORMATION/INCORRECT -- ID IS CURRENTLY NOT INVALID.","7",,
"877","521","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","5","5","5","5","5","5","6","5","4","4","5","2",,,"5","1","1","3",,"5","1","1","EASY.","3",,
"878","522","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","4","4","4","5","5","4","4","3","4","1",,,"5","2","1","4","UNITED KINGDOM","2","1","1","TIME IT TOOK TO GET THROUGH SECURITY AND COULD HAVE HAD SOME AREAS TO REPACK.","8","5",
"879","523","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","4","4","4","3","2","3","3","1","3","3","3","3","1",,,"5","2","3","1",,"4","2","1",,"0",,
"880","524","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","3","3","5","5","5","5","5","5","5","5","4","1",,,"5","1","2","1",,"4","2","1",,"0",,
"881","525","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","5","4","5","5","0","4","4","4","4","1",,,"4","1","3","1",,"4","2","1","STANDARDIZED. DECENT CUSTOMER SERVICE. SAFETY IS EVERYONE'S CONCERN.","2","3",
"882","526","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","4","4","4","4","4","2","3","6","3","2","6","4","1",,,"3","1","2","4","JAPAN","4","1","1","ENTRY STAFF ARE GOOD. BUT WAITING TIME IS POOR.","2","8",
"883","527","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","6","5","3","4","4","4","4","4","3","4","4","4","4","1",,,"5","2","1","3",,"2","1","1",,"0",,
"884","528","4X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","5","4","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","1","4","CHINA","3","2","3",,"0",,
"885","415","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","1","4","UNITED ARAB EMIRATES","2","1","1","OVERALL EXPERIENCE WAS VERY SMOOTH AND FAST.","1",,
"886","416","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","2","4","UNITED ARAB EMIRATES","2","1","1","EVERYTHING WAS PERFECT.","1",,
"887","417","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","7",,,"0","0","0","0",,"0","0","1","QUICK.","3",,
"888","418","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","3","4","5","5","5","4","6","4","4","3","4","2",,,"5","2","2","3",,"5","1","1",,"0",,
"889","419","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","2","4","3","1","3","3","5","3","3","2","7",,,"0","0","0","0",,"0","0","1",,"0",,
"890","420","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","4","5","5","5","5","5","5","4","5","4","4","2",,,"5","1","3","3",,"3","1","1","TSA PRE: STAFF WAS NICER THAN OTHER AIRPORTS. HELPED PUSH LUGGAGE THROUGH THE X-RAY MACHINE.","20","2",
"891","421","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","6","3","4","5","4","4","4","3","4","4","2",,,"3","1","3","3",,"4","2","1",,"0",,
"892","422","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","2","4","3","4","4","4","4","4","6","3","4","4","4","1",,,"4","2","3","1",,"2","2","1","OVERALL EXPERIENCE TODAY WAS POSITIVE. THE CHECKPOINT ENTRY STAFF WAS RATHER DISTRACTED AND INATTENTIVE, AND I HAD TO GET THEIR ATTENTION TO CHECK MY TICKET BEFORE MOVING ON.","1","6",
"893","423","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","3","4","4","4","4","3","3","4","4","3","3","2",,,"4","2","1","3",,"5","1","1","GENERALLY GOOD.","1",,
"894","424","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","1","4","UNITED KINGDOM","4","2","1","GREAT EXPERIENCE-- EVERYONE WAS VERY FRIENDLY, SMILING, HELPFUL.","1","2",
"895","425","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","4","4","6","3","5","3","6","4","4","0","4","2",,,"3","1","4","3",,"3","1","1",,"0",,
"896","426","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","4","5","4","4","4","5","4","6","4","3","4","4","2",,,"5","1","4","1",,"5","1","1",,"0",,
"897","427","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","4","5","5","4","6","5","5","5","5","2",,,"5","2","1","3",,"2","1","1","PRE-CHECK.","20",,
"898","428","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","5","4","3","5","5","2","5","5","0","5","3","4","1",,,"5","2","2","1",,"2","1","1",,"0",,
"900","430","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","5","3","2","4","3","3","3","3","4","3","3","3","1",,,"4","1","3","3",,"3","1","1","THERE WERE CHECK-IN STATIONS NOT OPERATING. THIS IS TYPICAL IN ALL US AIRPORTS I HAVE BEEN.","4",,
"901","431","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2","4",,"5","1","3","3",,"4","1","1","I WAS THROUGH SECURITY IN LESS THAN 5 MINUTES.","3",,
"902","432","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","6","5","5","5","5","2",,,"5","2","2","1",,"4","2","1","TSA PRE-CHECK!","20",,
"903","433","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","4","5","5","4","5","1",,,"5","2","2","3",,"2","1","1",,"0",,
"904","434","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","6","4","5","5","4","4",,,"5","2","3","1",,"4","1","1","THERE WERE FIVE OF US IN A ROW SELECTED FOR RANDOM SCREENING.","8",,
"905","435","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","2","3","4","4","3","1","3","3","1",,,"5","1","3","3",,"2","2","1","SO MUCH GUM ON THE CARPET! LINES ARE CONFUSING. VERY NICE STAFF!","9","2","7"
"906","436","2X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","6","3","4","5","4","4","4","6","5","4","4","4","2",,,"4","2","1","3",,"5","1","1","TSA PRE-CHECK IS GOOD.","20",,
"907","195","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","4","5","4","0","4","4","3","4","4",,,"5","1","4","1",,"4","1","1","EFFICIENT (CLEAR PLUS TSA) HELPS. STAFF VERY PROFESSIONAL.","3","2","20"
"908","196","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","4","5","5","4","4","3","4","6","3","4","3","4","1",,,"5","2","1","3",,"3","2","1","USUALLY GO THROUGH PRE-CHECK AND IT’S JUST EASIER.","20",,
"909","197","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","5","6","6","5","5","5","5","2",,,"5","2","2","1",,"5","1","1","HAD WHEELCHAIR SERVICE. ATTENDANT WAS VERY HELPFUL.","2",,
"910","198","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","5","4","3","3","3","3","6","4","4","3","4","1",,,"5","1","4","1",,"4","1","1","PRACTICAL, ORDERLY, BUT NOTHING SPECTACULAR.","16",,
"911","199","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1",,,"5","2","2","3",,"2","2","1","OVERALL SATISFACTORY.","1",,
"912","200","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","6","4","4","4","4","2",,,"4","2","1","3",,"4","2","1","TSA PRE-CHECK VERY EASY.","20",,
"913","201","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","4","5","5","5","5","5","6","3","4","2","5","4",,,"5","1","4","1",,"2","2","1","I HAD CLEAR, WHICH MADE THE PROCESS VERY QUICK AND EASY. NO COMPLAINTS, EXCEPT NOT MUCH SPACE TO SIT AND PUT SHOES ON AFTER SECURITY.","20","5",
"914","202","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","3","3","3","4","4","4","4","4","6","2","2","1","3","2","4",,"3","1","5","1",,"4","1","1","I'M TSA [PRE-CHECK] AND CLEAR SO PRETTY FAST. LOGJAM OF BAGS AFTER SCREENING ALWAYS!","20","5",
"915","203","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","5","5","5","5","5","6","5","5","5","5","2",,,"5","1","6","2",,"5","2","1","EASY AND EFFICIENT -- TSA PRECHECK.","3","20",
"916","204","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1",,,"4","2","1","3",,"4","2","1","SMOOTH AND FAST.","3",,
"917","205","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","4","2","4","4","2","2","3","2","4","3","3","1",,,"4","2","1","1",,"2","1","1","COURTEOUS STAFF; TOOK TOO LONG.","2","8",
"918","206","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","4","5","5","5","3","3","4","5","4","5","2",,,"5","2","6","1",,"3","1","1","OVERALL AN EXCELLENT EXPERIENCE IN THE MORNING.","1",,
"919","207","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","2","3","2","2","4","3","0","2","6","3","3","4","2","4",,,"5","1","4","1",,"4","1","1","THEY SHOULD HAVE INFORMED PEOPLE PRIOR TO SCAN THAT THEY COULD LEAVE THEIR SHOES ON. THE CANINE SNIFF IS UNNECESSARY. THESE TWO THINGS CAUSED A MASSIVE WAIT/QUEUE.","11","6","8"
"920","208","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","5","5","5","5","5","1",,,"5","2","3","1",,"2","2","1","FELT SAFE. VERY EFFICIENT TODAY. IT WAS FASTER THAN USUAL.","3",,
"921","209","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2",,,"5","2","4","3",,"4","2","1","THE TSA PERSONNEL WERE FOCUSED AND PAYING ATTENTION. THEY WERE VERY HELPFUL TO PASSENGERS NEEDING HELP WITHOUT BEING RUDE OR CONDESCENDING.","2",,
"922","210","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","4","2","3","3","6","3","3","3","4","1",,,"3","2","3","1",,"5","2","1",,"0",,
"923","211","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","4","5","4","5","5","4","4","4","5","4","4","0","1",,,"5","1","1","4",,"4","1","1",,"0",,
"924","212","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","3","2","3","4","3","3","3","4","3","3","3","3","3","1",,,"3","2","1","1",,"5","2","1","UH, MIGHT HAVE BEEN NICE IF PEOPLE WILL BE A BIT CHEERIER AND LOOKED US IN THE EYE NOW AND THEN.","6",,
"925","213","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","3","4","6","4","4","5","5","7",,,"0","0","0","0",,"0","0","1","I ARRIVE AT SFO WITH SOME ANXIETY BECAUSE THINGS ARE ALWAYS CHANGING IN AIRPORTS SINCE 9/11, BUT IT WENT VERY SMOOTHLY TODAY. WHEN I WAS MOMENTARILY CONFUSED AT THE ""CLEAR"" STATION, THERE WAS SOMEONE SOON AT MY SIDE WITH GUIDANCE. WELL DONE.","7","2",
"926","214","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","4","5","5","5","5","1",,,"5","1","3","3",,"4","1","1",,"0",,
"927","215","1W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","3","5","5","5","4","4","4","4","6","5","5","5","5","2",,,"5","1","3","1",,"4","1","1",,"0",,
"928","535","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","1","1","3",,"5","2","1","VERY EASY ACCESS.","3",,
"929","536","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","4","4","5","5","5","2",,,"5","2","5","1",,"3","2","1","I TRULY HAVE NO ISSUES. I LIKE THIS AIRPORT-- CLEANLINESS, STAFF, LAYOUT.","2","3",
"930","537","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","4","5","2","4","2","2","4","3","4","5","3","4","1",,,"5","2","1","4","AUSTRALIA","4","2","1",,"0",,
"931","538","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","6","5","2",,,"5","1","1","3",,"4","1","1","PRE-CHECK WAS FAST.","20",,
"932","539","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","3","3","4","3","2","4","6","3","4","2","3","1",,,"3","1","4","3",,"2","1","1","STAFF WAS MOSTLY HANDS-OFF WITH HELPING ORGANIZE SCREENING TRAFFIC. TIME COULD BE SAVED IF TSA AGENTS USED VERBAL COMMANDS TO HELP THE FLOW OF TRAFFIC.","6","4",
"933","540","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","2","4","4","1",,,"4","2","1","3",,"3","2","1","FLOOR WAS DIRTY.","9",,
"934","541","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","3","4","2","3","3","2","5","6","6","1","3","3","1",,,"3","2","5","2",,"2","1","1","STAFF WAS GENERALLY RUDE. SAID THINGS LIKE, “I DON'T CARE I JUST NEED YOU TO MOVE THROUGH.” GO-GO, DO NOT, DO THAT. JUST GENERALLY RUDE.","6",,
"935","542","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","4","3","5","4","4","1",,,"5","2","1","3",,"2","1","1","IT CAN BE VERY CROWDED AT TIMES AND HARD TO MOVE AROUND.","5",,
"936","543","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","4","5","1",,,"5","2","1","4","INDIA","5","1","1",,"0",,
"937","544","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","5","3","3","4","4","5","4","4","4","4","3","4","2",,,"5","2","4","1",,"4","1","1",,"0",,
"938","545","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","4","5","5","5","6","4","4","3","5","1",,,"5","1","1","3",,"2","1","1","STAFF WAS SUPER FRIENDLY.","2",,
"939","546","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","4","5","4","5","5","4","5","4","4","5","4","5","1",,,"5","1","1","3",,"4","1","1",,"0",,
"940","547","5X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","3","5","1",,,"5","2","1","3",,"4","2","1","WE WERE LUCKY ENOUGH TO BREEZE THROUGH WITHOUT MUCH OF A LINE. A VERY SMOOTH PROCESS.","3",,
"941","437","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","4","5","4","4","5","5","5","5","6","4","4","4","4","2",,,"5","1","3","3",,"4","2","2",,"0",,
"942","438","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","4","2",,"2","2","1","IT TOOK LESS THAN 30 MINUTES TO GET THROUGH SECURITY WITH TSA PRECHECK.","20",,
"943","439","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","4","4","4","4","4","4","5","5","2",,,"5","1","2","3",,"3","1","1",,"0",,
"944","440","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","4","5","4","4","3","3","3","4","4",,,"4","1","5","3",,"4","1","1",,"0",,
"945","441","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","4","5","5","3","5","5","4","5","4","4","4",,,"5","1","6","3",,"4","1","1","EASY PROCESS. DO NOT HAVE ANY ISSUES OTHER THAN WAITING TIME.","3","8",
"946","442","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","3","0","5","5","5","5","5","2",,,"5","2","2","3",,"2","2","1",,"0",,
"947","443","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","4","5","5","5","6","5","5","5","5","2",,,"5","1","1","3",,"4","2","1","LITTLE LINE, EASY AND FRIENDLY STAFF.","3","2",
"948","444","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","3","3","4",,,"5","1","4","3",,"4","1","1","YOU NEED A BODY SCANNER AT THE PRE-SCREENING LINE.","17",,
"949","445","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","4",,,"5","1","2","3",,"4","1","1","I HAVE CLEAR, WHICH IS AMAZING. TOOK LESS THAN 2 MINUTES. GREAT SERVICE.","20",,
"950","446","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","0","0","5","5","5","5","5","5","5","5","5","7",,,"0","0","0","0",,"0","0","1",,"0",,
"951","447","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2",,,"5","1","3","3",,"4","1","1","EFFICIENT, COURTEOUS, AND CLEAN.","3","2",
"952","448","3X","D","WED","2019 Oct 02 12:00:00 AM","1","1","3","4","3","3","3","3","3","3","3","3","4","2","3","1",,,"3","1","1","3",,"4","1","1","EVERYONE WAS PROFESSIONAL. LINE WAS SLOW BUT STEADY. REPACKING AREA WAS SORT OF SMALL BUT ADEQUATE.","2","8","5"
