"Active Licenses","Permit Number","BAN","Permit Status","POE Class Code","License Type","DBA Name","Street Address","City","State","Point","analysis_neighborhood","supervisor_district","police_district","data_as_of","data_loaded_at"
"FPAS","1693","1109714","Active",,,"TACO BOYS","2312 MARKET ST","San Francisco","CA","POINT (-122.4338085 37.764)","Castro/Upper Market","8","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1695","0490623","Active",,,"The Mint","88 5TH ST","San Francisco","CA","POINT (-122.407218 37.782747)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1696","1139687","Active","P23","Place of Entertainment","PASHA MEDITERRANEAN","673 GEARY ST","San Francisco","CA","POINT (-122.4143325 37.786374)","Tenderloin","5","TENDERLOIN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1697","1118794","Active",,,"TRELLIS","981 MISSION ST","San Francisco","CA","POINT (-122.408163 37.781244)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1698","0182926","Active",,,"Mario's Bohemian Cigar Store Cafe","566 COLUMBUS AVE","San Francisco","CA","POINT (-122.4098055 37.800225)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1700","1124634","Active","P23","Place of Entertainment","THE FOUNDRY SF","1425 FOLSOM ST","San Francisco","CA","POINT (-122.412924 37.772271)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1701","1112695","Active",,,"HUDSON ONE FERRY REIT, L.P.",,"San Francisco","CA",,,,,"2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1702","1145055","Active","P23","Place of Entertainment","THE CONSERVATORY AT ONE SANSOME & HOLBROOK HOUSE","1 SANSOME ST","San Francisco","CA","POINT (-122.400954 37.790487)","Financial District/South Beach","3","CENTRAL","2025/05/29 03:51:03 PM","2025/10/10 08:05:31 AM"
"LLP","1703","0461317","Active",,,"MURIO'S","1811 HAIGHT ST","San Francisco","CA","POINT (-122.452218 37.769229)","Haight Ashbury","5","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1704","1145960","Active",,,"Petra Mediterranean","680 VALENCIA ST","San Francisco","CA","POINT (-122.4219375 37.762002)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1705","1139395","Active",,,"GYROS & TZATZIKI","3111 24TH ST","San Francisco","CA","POINT (-122.4144585 37.752255)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1706","1139297","Active",,,"LUXFIT SF","432 OCTAVIA ST","San Francisco","CA","POINT (-122.424246 37.776402)","Hayes Valley","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1707","1123713","Active",,,"2211 CLUB","2211 POLK ST","San Francisco","CA","POINT (-122.4222795 37.797093)","Russian Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1709","1125233","Active",,,"THE CROSSING AT EAST CUT","250 MAIN ST","San Francisco","CA","POINT (-122.392962 37.789812)","Financial District/South Beach","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1711","1142131","Active",,,"TALA WINE","4625 MISSION ST","San Francisco","CA","POINT (-122.434839 37.724211)","Excelsior","11","INGLESIDE","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1712","0424079","Active",,,"BACCHUS WINE & SAKE BAR","1954 HYDE ST","San Francisco","CA","POINT (-122.418792 37.799046)","Russian Hill","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1713","1144153","Active",,,"NEON","1974 UNION ST","San Francisco","CA","POINT (-122.4317835 37.797858)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1714","0477746","Active",,,"ROKA AKOR","801 MONTGOMERY ST","San Francisco","CA","POINT (-122.4038565 37.796535)","Chinatown","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1715","1146012","Active",,,"Leon Event Hall","5051 MISSION ST","San Francisco","CA","POINT (-122.4397665 37.717695)","Excelsior","11","INGLESIDE","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1716","1135913","Active",,,"TRINITY","1851 UNION ST","San Francisco","CA","POINT (-122.4297585 37.797534)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1717","1145292","Active",,,"THE FAIGHT","475 HAIGHT ST","San Francisco","CA","POINT (-122.429889 37.771893)","Hayes Valley","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1718","1072288","Active",,,"WHITE CAP","3608 TARAVAL ST","San Francisco","CA","POINT (-122.504913 37.742013)","Sunset/Parkside","4","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1719","1076644","Active","P23","Place of Entertainment","WASABI BISTRO GRAND HOT POT","4134 GEARY BLVD","San Francisco","CA","POINT (-122.463873 37.781352)","Inner Richmond","1","RICHMOND","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1720","1134127","Active",,,"QUEER ARTS FEATURED","575 CASTRO ST","San Francisco","CA","POINT (-122.4345465 37.759779)","Castro/Upper Market","8","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1721","1148112","Active","P23","Place of Entertainment","SKYLARK","3089 16TH ST","San Francisco","CA","POINT (-122.4216135 37.76472)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1722","1114315","Active",,,"WOODS LOWER HAIGHT","530 HAIGHT ST","San Francisco","CA","POINT (-122.4310185 37.772154)","Hayes Valley","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE, BP, MAD","1723","1148678","Active","P23","Place of Entertainment","LUCKY STRIKE LANES","200 KING ST","San Francisco","CA","POINT (-122.392557 37.77804)","Mission Bay","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1724","1149671","Active","P23","Place of Entertainment","THE STUD","1127 FOLSOM ST","San Francisco","CA","POINT (-122.408321976 37.776043987)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1725","0357150","Active",,,"Dance Mission Theater","3316 24TH ST","San Francisco","CA","POINT (-122.418819 37.752408)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1727","1112885","Active",,,"THE MELLOW SF","332 PINE ST","San Francisco","CA","POINT (-122.401498017 37.792329983)","Financial District/South Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1728","0484945","Active",,,"THE WILLOWS","1582 FOLSOM ST","San Francisco","CA","POINT (-122.4151245 37.771146)","Mission","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1730","1139529","Active",,,"SINOMBRE","312 HARRIET ST","San Francisco","CA","POINT (-122.4029025 37.775259)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1731","1149114","Active","P23","Place of Entertainment","Chotto Matte","100 STOCKTON ST","San Francisco","CA","POINT (-122.406309 37.78686)","Financial District/South Beach","3","TENDERLOIN","2025/05/29 03:53:02 PM","2025/10/10 08:05:31 AM"
"LLP","1732","1117257","Active",,,"THE CHECK-IN","201 OCEAN AVE","San Francisco","CA","POINT (-122.441409 37.72314)","Outer Mission","11","INGLESIDE","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1733","1121736","Active",,,"AMERICAN BITES","478 GREEN ST","San Francisco","CA","POINT (-122.407155 37.800027)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1734","0450593","Active",,,"ONE65","165 OFARRELL ST","San Francisco","CA","POINT (-122.407362 37.78623)","Financial District/South Beach","3","TENDERLOIN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1735","1154423","Active",,,"TEQUILA MOCKINGBIRD","86 2ND ST","San Francisco","CA","POINT (-122.4003015 37.788111)","Financial District/South Beach","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1736","1103531","Active",,,"LOST RESORT","2736 20TH ST","San Francisco","CA","POINT (-122.408757 37.759473)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1738","1149586","Active",,,"WAVE COLLECTIVE","663 HAIGHT ST","San Francisco","CA","POINT (-122.4330885 37.771524)","Haight Ashbury","5","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1739","0945400","Active",,,"ACE WASABIS ROCK N ROLL SUSHI","3339 STEINER ST","San Francisco","CA","POINT (-122.438151 37.800171)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"MAD","174","0947447","Active",,,"Greens Sports Bar","2239 POLK ST","San Francisco","CA","POINT (-122.422374 37.797552)","Russian Hill","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"FPAS","1740","0028448","Active",,,"TIA MARGARITA","300 19TH AVE","San Francisco","CA","POINT (-122.478246 37.782135)","Outer Richmond","1","RICHMOND","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1741","0462695","Active",,,"BIERGARTEN","424 OCTAVIA ST","San Francisco","CA","POINT (-122.42412 37.776123)","Hayes Valley","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1742","1112002","Active",,,"CAMPUS","2241 CHESTNUT ST","San Francisco","CA","POINT (-122.4402165 37.800036)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"BP, LLP","1743","0488201","Active",,,"PALM HOUSE","2032 UNION ST","San Francisco","CA","POINT (-122.432976 37.797705)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1744","1149353","Active",,,"ROSEBUD GALLERY","839 LARKIN ST","San Francisco","CA","POINT (-122.418075458 37.785799799)","Tenderloin","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1745","1106042","Active",,,"PRUBECHU","2224 MISSION ST","San Francisco","CA","POINT (-122.419746 37.761327)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1746","1033588","Active",,,"FLY BAR DIVISADERO","762 DIVISADERO ST","San Francisco","CA","POINT (-122.438031803 37.776511475)","Hayes Valley","5","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1747","1138144","Active","P23","Place of Entertainment","ZOE","579 HOWARD ST","San Francisco","CA","POINT (-122.3974935 37.787058)","Financial District/South Beach","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1748","0465300","Active",,,"4 STAR THEATER","2200 CLEMENT ST","San Francisco","CA","POINT (-122.482944 37.78236)","Outer Richmond","1","RICHMOND","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1750","1153005","Active",,,"SALUHALL","945 MARKET ST","San Francisco","CA","POINT (-122.4087885 37.782891)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"EHP","1751","1038712","Active",,,"HINODEYA RAMEN UNION SQUARE","219 OFARRELL ST","San Francisco","CA","POINT (-122.4083565 37.786257)","Tenderloin","3","TENDERLOIN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1752","1034548","Active",,,"FERMENTATION LAB","1700 POST ST","San Francisco","CA","POINT (-122.429912229 37.785585599)","Japantown","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1753","0476136","Active","P23","Place of Entertainment","DRIFTWOOD","1225 FOLSOM ST","San Francisco","CA","POINT (-122.4103095 37.774476)","South of Market","6","SOUTHERN","2025/10/01 11:40:18 AM","2025/10/10 08:05:31 AM"
"LLP","1754","1120110","Active",,,"KALW PUBLIC MEDIA, INC.","220 MONTGOMERY ST","San Francisco","CA","POINT (-122.402007 37.791324)","Financial District/South Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1756","1151616","Active","P23","Place of Entertainment","THE THIRD FLOOR","333 BATTERY ST","San Francisco","CA","POINT (-122.4006885 37.794708)","Chinatown","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1757","0302173","Active",,,"FLANAHAN'S PUB","3805 NORIEGA ST","San Francisco","CA","POINT (-122.504598 37.752777)","Sunset/Parkside","4","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1758","0953541","Active",,,"SAN FRANCISCO GAY MEN'S CHORUS","170 VALENCIA ST","San Francisco","CA","POINT (-122.42286 37.770435)","Mission","8","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1759","1145849","Active","P23","Place of Entertainment","XIAN BISTRO","2543 NORIEGA ST","San Francisco","CA","POINT (-122.4910575 37.753326)","Sunset/Parkside","4","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP, BP","1760","1151160","Active",,,"SULLY'S MARINA LOUNGE","2138 CHESTNUT ST","San Francisco","CA","POINT (-122.4386955 37.800729)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1762","1023380","Active","P23","Place of Entertainment","LOS YAQUIS","324 SOUTH VAN NESS AVE","San Francisco","CA","POINT (-122.4180585 37.767906)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1763","0920976","Active",,,"MOSCONE CENTER","800 HOWARD ST","San Francisco","CA","POINT (-122.4032985 37.78326)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"BP, MAD, POE","1764","1154440","Active","P23","Place of Entertainment","ROUND1 BOWLING & ARCADE","285 WINSTON DR","San Francisco","CA","POINT (-122.477553 37.726533)","Lakeshore","7","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1765","1154474","Active","P23","Place of Entertainment","DECODANCE","1160 POLK ST","San Francisco","CA","POINT (-122.4197235 37.787544)","Nob Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1766","1154453","Active","P23","Place of Entertainment","LEGACY NORTH BEACH BAR","1326 GRANT AVE","San Francisco","CA","POINT (-122.4070605 37.7991)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1767","1146873","Active",,,"THE HALFWAY CLUB","1166 GENEVA AVE","San Francisco","CA","POINT (-122.4370125 37.714266)","Excelsior","11","INGLESIDE","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1768","0336094","Active",,,"SWEETIES","475 FRANCISCO ST","San Francisco","CA","POINT (-122.41287 37.804518)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1769","1027120","Active",,,"KAORI RAMEN BAR","3128 16TH ST","San Francisco","CA","POINT (-122.422626 37.765134)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1770","0419041","Active",,,"EPIC ROASTHOUSE","369 THE EMBARCADERO","San Francisco","CA","POINT (-122.389398 37.790829)","Financial District/South Beach","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1773","0025258","Active",,,"SCOMA'S RESTAURANT","1965 AL SCOMA WAY","San Francisco","CA","POINT (-122.418927 37.809045)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1774","1151888","Active","P23","Place of Entertainment","THE PARTHENON","582 SUTTER ST","San Francisco","CA","POINT (-122.409846 37.789182)","Nob Hill","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1775","0456551","Active",,,"SOUTHERN PACIFIC BREWING","620 TREAT AVE","San Francisco","CA","POINT (-122.41413 37.760112)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1776","1147352","Active","P23","Place of Entertainment","PANAME SF","523 BROADWAY","San Francisco","CA","POINT (-122.405877 37.79775)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1777","0377308","Active",,,"THE PAGE","298 DIVISADERO ST","San Francisco","CA","POINT (-122.4369045 37.772127)","Haight Ashbury","5","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1778","0396004","Active",,,"SIMPLE PLEASURES CAFE","3434 BALBOA ST","San Francisco","CA","POINT (-122.4958275 37.776033)","Outer Richmond","1","RICHMOND","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1779","1106982","Active","P23","Place of Entertainment","MODI RESTAURANT & BAR","425 MISSION ST","San Francisco","CA","POINT (-122.3963145 37.789749)","Financial District/South Beach","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","178","0168264","Active","P23","Place of Entertainment","CALIFORNIA CLUB OF CALIFORNIA","1750 CLAY ST","San Francisco","CA","POINT (-122.421942 37.792422)","Russian Hill","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"FPAS","1780","0484721","Active",,,"CAUSWELLS","2346 CHESTNUT ST","San Francisco","CA","POINT (-122.4419805 37.800378)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1781","1075401","Active",,,"BARBARA PINSERIA & COCKTAIL BAR","431 COLUMBUS AVE","San Francisco","CA","POINT (-122.408568 37.798884)","Chinatown","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1782","1156104","Active","P23","Place of Entertainment","BADLANDS SAN FRANCISCO","4121 18TH ST","San Francisco","CA","POINT (-122.4354915 37.76067)","Castro/Upper Market","8","MISSION","2025/05/07 10:31:03 AM","2025/10/10 08:05:31 AM"
"POE","1783","1154120","Active","P23","Place of Entertainment","1217 Lounge","1217 SUTTER ST","San Francisco","CA","POINT (-122.4204795 37.787445)","Nob Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1784","0376995","Active",,,"Friends of Lakeside Village","2504 OCEAN AVE","San Francisco","CA","POINT (-122.472292479 37.731295553)","West of Twin Peaks","7","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1786","1157163","Active",,,"PAGE STREET FIT","1235 FELL ST","San Francisco","CA","POINT (-122.438412 37.773684)","Hayes Valley","5","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE, EHP","1787","1153869","Active","P23","Place of Entertainment","REVERB","2801 LEAVENWORTH ST","San Francisco","CA","POINT (-122.418972811 37.806952063)","Russian Hill","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"MAD","1788","1114569","Active",,,"WOW KIDS PLAYGROUND","1650 POLK ST","San Francisco","CA","POINT (-122.4207315 37.792215)","Nob Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE, EHP","1789","1170312","Active","P23","Place of Entertainment","7 SOCIAL","65 POST ST","San Francisco","CA","POINT (-122.4030465 37.78875)","Financial District/South Beach","3","CENTRAL","2025/05/29 08:48:09 PM","2025/10/10 08:05:31 AM"
"LLP","1792","0489153","Active",,,"PAPRIKA","3324 24TH ST","San Francisco","CA","POINT (-122.4191115 37.752363)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"EHP","1793","0378507","Active",,,"Big Baobab","2243 MISSION ST","San Francisco","CA","POINT (-122.419089 37.76112)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1794","1150390","Active","P23","Place of Entertainment","ZHUZH BAR","1548 CALIFORNIA ST","San Francisco","CA","POINT (-122.4198135 37.791036)","Nob Hill","3","NORTHERN","2025/04/01 01:37:03 PM","2025/10/10 08:05:31 AM"
"LLP","1795","1154082","Active",,,"THE FUNCTION","1414 MARKET ST","San Francisco","CA","POINT (-122.4182295 37.776339)","Tenderloin","6","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1796","1122896","Active","P23","Place of Entertainment","BEACON GRAND","450 POWELL ST","San Francisco","CA","POINT (-122.408388 37.788858)","Financial District/South Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1797","1117942","Active",,,"AURORA CENTRO","415 MISSION ST","San Francisco","CA","POINT (-122.397111 37.789938)","Financial District/South Beach","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1798","1099378","Active",,,"DONAJI","3161 24TH ST","San Francisco","CA","POINT (-122.41548 37.752201)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE, EHP","1799","1157881","Active","P23","Place of Entertainment","MR. MAHJONG'S","260 KEARNY ST","San Francisco","CA","POINT (-122.403762 37.790604)","Financial District/South Beach","3","CENTRAL","2025/04/23 01:31:06 PM","2025/10/10 08:05:31 AM"
"LLP","1800","1132898","Active",,,"AMOR DIGITAL","5137 MISSION ST","San Francisco","CA","POINT (-122.440608 37.716561)","Excelsior","11","INGLESIDE","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"MAD","1801","1155282","Active",,,"BIBBITI","1533 TARAVAL ST","San Francisco","CA","POINT (-122.4826965 37.742625)","Sunset/Parkside","4","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1802","1079298","Active",,,"LOKMA","1801 CLEMENT ST","San Francisco","CA","POINT (-122.478687 37.782162)","Outer Richmond","1","RICHMOND","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1803","1144918","Active",,,"DACHA","1085 SUTTER ST","San Francisco","CA","POINT (-122.41818 37.787724)","Nob Hill","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1804","1161897","Active",,,"MINNIE BELL'S SOUL MOVEMENT","1375 FILLMORE ST","San Francisco","CA","POINT (-122.4327195 37.782072)","Western Addition","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS, BP","1805","1155454","Active",,,"Darling SF LLC","2263 CHESTNUT ST","San Francisco","CA","POINT (-122.4404595 37.799973)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1806","1152708","Active","P23","Place of Entertainment","APRIL JEAN","1371 GRANT AVE","San Francisco","CA","POINT (-122.407515 37.79955)","North Beach","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1807","1160416","Active","P23","Place of Entertainment","SF BEVERAGE & DISTILLING CO","100 HOOPER ST","San Francisco","CA","POINT (-122.3986005 37.768977)","Mission Bay","6","BAYVIEW","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1808","1060205","Active","P23","Place of Entertainment","ENDGAMES IMPROV, LLC","2989 MISSION ST","San Francisco","CA","POINT (-122.4178425 37.74942)","Mission","9","MISSION","2025/05/15 10:36:20 AM","2025/10/10 08:05:31 AM"
"LLP","1809","1149670","Active",,,"TEETH BAR SF","2323 MISSION ST","San Francisco","CA","POINT (-122.418828 37.759869)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE, BP","1810","1160141","Active","P23","Place of Entertainment","The Temple Bar SF","834 IRVING ST","San Francisco","CA","POINT (-122.46705 37.764261)","Inner Sunset","7","TARAVAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"FPAS","1813","1067605","Active",,,"A MANO","450 HAYES ST","San Francisco","CA","POINT (-122.423776616 37.776813902)","Hayes Valley","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"MAD","1815","1151552","Active",,,"KIDDLETON - Post St","1737 POST ST","San Francisco","CA","POINT (-122.430564 37.785168)","Japantown","5","NORTHERN","2025/05/07 01:45:33 PM","2025/10/10 08:05:31 AM"
"MAD","1816","1151552","Active",,,"KIDDLETON - Webster St","1581 WEBSTER ST","San Francisco","CA","POINT (-122.4318645 37.784979)","Japantown","5","NORTHERN","2025/05/07 01:46:36 PM","2025/10/10 08:05:31 AM"
"LLP","1817","1075208","Active",,,"HOWELLS","2373 CHESTNUT ST","San Francisco","CA","POINT (-122.4423315 37.799802)","Marina","2","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1819","1161674","Active","P23","Place of Entertainment","SOUNDTRACK","3192 16TH ST","San Francisco","CA","POINT (-122.4238275 37.765026)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1820","1161530","Active",,,"Magnolia Brewing Company","1398 HAIGHT ST","San Francisco","CA","POINT (-122.445253105 37.770259937)","Haight Ashbury","5","PARK","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1821","1147564","Active","P23","Place of Entertainment","BESO MAE COCKTAIL LOUNGE","1121 POLK ST","San Francisco","CA","POINT (-122.4202275 37.787049)","Nob Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1824","1126629","Active",,,"SHUGGIES MISSION","3349 23RD ST","San Francisco","CA","POINT (-122.4194895 37.753659)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1825","1067407","Active",,,"THE ACADEMY SF","2166 MARKET ST","San Francisco","CA","POINT (-122.430390018 37.76672901)","Castro/Upper Market","8","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1826","0459967","Active",,,"RED'S PLACE","672 JACKSON ST","San Francisco","CA","POINT (-122.4065295 37.796211)","Chinatown","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1827","1103872","Active","P23","Place of Entertainment","CASEMENTS","2351 MISSION ST","San Francisco","CA","POINT (-122.418558 37.759248)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1829","1128204","Active",,,"EL CHATO","2301 BRYANT ST","San Francisco","CA","POINT (-122.409315 37.757484)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1830","1117942","Active",,,"STUDIO AURORA","302 VALENCIA ST","San Francisco","CA","POINT (-122.4224955 37.767861)","Mission","9","MISSION","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1831","1141482","Active",,,"ROYAL GROUND COFFEE","2216 POLK ST","San Francisco","CA","POINT (-122.4217485 37.797165)","Russian Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
